Company Name,Ticker Name,Exchange,Ticker Symbol,Division,"Type (Public, Subsidiary, Private, Defunct, Government)",Notes,"Base-
NationsBank [Banks],N/A,N/A,N/A,N/A,Defunct,Ceased operations in 1998 (now Bank of America).,75,73,68,64,#, , , , , , , , , , , , , , , , , , , , , ,,N/A
Norwest [Banks],N/A,N/A,N/A,N/A,Defunct,Merged with Wells Fargo & Co in 1998.,77,76,71,70,#, , , , , , , , , , , , , , , , , , , , , ,,N/A
PNC Bank [Banks],PNC Financial Services Group Inc,NYSE,PNC,No,,,NM,NM,69,69,66,NM,67,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,78,78,78,78,79,,1.3
Wachovia [Banks],Wells Fargo & Co,NYSE,WFC,Yes,,Subsidiary of Wells Fargo & Co., , , , , , , ,72,73,76,78,79,80,79,76,#, , , , , , , , , , ,,N/A
Wells Fargo [Banks],Wells Fargo & Co,NYSE,WFC,No,,,71,71,65,62,67,65,67,66,69,68,70,67,72,69,72,73,73,73,71,72,72,75,76,74,74,76,,2.7
Aetna (CVS Health) [Health Insurance],CVS Health Corp,NYSE,CVS,Yes,,Acquired by CVS in 2018., , , , , , , ,64,65,66,63,65,65,66,65,70,68,67,67,69,65,68,75,74,75,76,,1.3
Blue Cross and Blue Shield [Health Insurance],N/A,N/A,N/A,N/A,,501(c)(4) public welfare organization, , , , , , , ,66,70,69,67,68,72,71,73,73,70,68,73,74,69,70,71,71,70,71,,1.4
UnitedHealth [Health Insurance],UnitedHealth Group Inc,NYSE,UNH,No,,, , , , , , , ,66,68,64,66,64,68,65,63,72,65,72,70,70,72,66,70,73,73,75,,2.7
Anthem [Health Insurance],Anthem Inc,NYSE,ANTM,No,,, , , , , , , ,NM,NM,NM,NM,NM,69,66,68,67,69,74,70,73,66,69,75,NM,NM,NM,,N/A
Aetna Life & Casualty [Life Insurance],CVS Health Corp,NYSE,CVS,Yes,Defunct,,73,73,73,#, , , , , , , , , , , , , , , , , , , , , , ,,N/A
MetLife [Life Insurance],Metlife Inc,NYSE,MET,No,,,78,73,74,75,76,73,72,74,75,77,77,71,78,76,78,77,78,77,78,77,76,75,76,77,81,79,,-2.5
New York Life [Life Insurance],N/A,N/A,N/A,N/A,,New York Life is a mutual insurance company and is not publicly traded,NM,NM,75,75,74,78,73,77,81,78,76,76,77,79,77,80,78,80,80,80,77,79,82,80,84,82,,-2.4
Northwestern Mutual [Life Insurance],N/A,N/A,N/A,N/A,,Northwestern Mutual is a mutual insurance company and is not publicly traded,NM,NM,NM,NM,NM,79,80,78,80,78,78,78,78,79,78,81,80,81,79,78,76,78,79,83,83,NM,,N/A
Toshiba [Personal Computers],Toshiba Corp,OTCMKTS,TOSBF,No,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,77,78,75,73,76,75,71,77,,8.5
Dillard's [Department and Discount Stores],"Dillard's, Inc.",NYSE,DDS,No,,,75,74,74,73,71,68,72,75,75,75,77,76,75,76,75,78,78,80,79,81,81,80,83,79,79,78,,-1.3
Target (Discount Stores) [Department and Discount Stores],Target Corporation,NYSE,TGT,No,,,77,76,77,73,74,74,73,77,78,77,#, , , , , , , , , , , , , , , ,,N/A
CVS [Health and Personal Care Stores],CVS Health Corp,NYSE,CVS,No,Public,, , , , , , , , , , , ,74,78,76,77,77,74,73,75,76,75,71,76,78,77,77,,0.0
Rite Aid [Health and Personal Care Stores],Rite Aid Corporation,NYSE,RAD,No,Public,, , , , , , , , , , , ,72,75,73,76,76,75,75,77,74,78,69,78,77,76,75,,-1.3
Walgreens [Health and Personal Care Stores],Walgreens Boots Alliance Inc,NASDAQ,WBA,No,Public,, , , , , , , , , , , ,76,76,78,77,77,77,75,76,76,77,74,76,77,77,75,,-2.6
Procter & Gamble [Personal Care and Cleaning Products],Procter & Gamble Co,NYSE,PG,No,Public,,85,87,85,81,83,81,84,82,81,85,86,82,84,85,85,85,82,82,82,84,82,75,83,82,82,84,,2.4
Acura (Honda) [Automobiles and Light Vehicles],Honda Motor Co Ltd,NYSE,HMC,Yes,Subsidiary,Subsidiary of Honda Motor Co Ltd.,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,83,77,83,76,80,81,78,,-3.7
Spectrum (Charter Communications) [Fixed-Line Telephone Service],Charter Communications Inc,NASDAQ,CHTR,Yes,Subsidiary,Subsidiary of Charter Communications Inc.,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,72,69,69,65,71,66,67,,1.5
Time Warner Cable (Charter Communications) [Fixed-Line Telephone Service],Charter Communications Inc,NASDAQ,CHTR,Yes,Subsidiary,Subsidiary of Charter Communications Inc.,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,68,65,63,64,67,#, ,,N/A
Fios (Verizon Communications) [Internet Service Providers],Verizon Communications Inc.,NYSE,VZ,Yes,Subsidiary,, , , , , , , , , , , , , , , , , , , ,71,71,68,73,71,70,70,,0.0
Cox Communications [Internet Service Providers],N/A,N/A,N/A,N/A,Private,Subsidiary of Cox Enterprises., , , , , , , , , , , , , , , , , , , ,68,64,58,63,62,59,60,,1.7
Spectrum (Charter Communications) [Internet Service Providers],Charter Communications Inc,NASDAQ,CHTR,Yes,Subsidiary,, , , , , , , , , , , , , , , , , , , ,65,61,57,63,65,60,59,,-1.7
CenturyLink [Internet Service Providers],Centurylink Inc,NYSE,CTL,No,Public,, , , , , , , , , , , , , , , , , , , ,64,65,60,63,59,58,59,,1.7
Time Warner Cable (Charter Communications) [Internet Service Providers],Charter Communications Inc,NASDAQ,CHTR,Yes,Subsidiary,, , , , , , , , , , , , , , , , , , , ,63,54,58,66,62,#, ,,N/A
Xfinity (Comcast) [Internet Service Providers],Comcast Corporation,NASDAQ,CMCSA,Yes,Subsidiary,, , , , , , , , , , , , , , , , , , , ,62,57,56,59,60,60,61,,1.7
Target (Department Stores) [Department and Discount Stores],Target Corporation,NYSE,TGT,No,Public,,NM,76,74,72,74,72,72,74,75,73,#, , , , , , , , , , , , , , , ,,N/A
Sears Roebuck [Department and Discount Stores],N/A,N/A,N/A,N/A,Defunct,"Purchased by Kmart, forming Sears Holdings in 2005.",73,75,74,71,74,71,73,76,75,73,74,73,73,#, , , , , , , , , , , , ,,N/A
Dollar General [Department and Discount Stores],Dollar General Corp.,NYSE,DG,No,Public,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,78,75,79,80,78,78,80,75,74,78,73,73,73,,0.0
JCPenney [Department and Discount Stores],J C Penney Company Inc,NYSE,JCP,No,Public,,79,77,78,75,75,75,74,75,74,77,76,78,78,77,78,79,80,82,81,79,77,74,82,79,77,78,,1.3
Macy's [Department and Discount Stores],Macy's Inc,NYSE,M,No,Public,, , , , , , , , , , , ,74,71,75,74,71,76,77,78,76,79,73,79,77,77,78,,1.3
Kohl's [Department and Discount Stores],Kohl's Corporation,NYSE,KSS,No,Public,,NM,NM,NM,NM,NM,NM,NM,NM,84,79,79,80,80,79,80,79,81,81,81,81,80,77,79,79,79,79,,0.0
Nordstrom [Department and Discount Stores],"Nordstrom, Inc.",NYSE,JWN,No,Public,,84,83,82,80,79,76,76,76,NM,NM,NM,NM,NM,80,80,83,82,84,84,83,86,82,80,81,79,79,,0.0
Sears [Department and Discount Stores],Sears Holdings Corp,OTCMKTS,SHLDQ,No,Public,, , , , , , , , , , , , , ,72,72,74,75,76,75,77,73,71,77,73,70,71,,1.4
Target [Department and Discount Stores],Target Corporation,NYSE,TGT,No,Public,, , , , , , , , , , ,75,78,77,77,77,80,78,80,81,77,80,75,79,77,77,78,,1.3
Walmart [Department and Discount Stores],Walmart Inc,NYSE,WMT,No,Public,,80,81,74,76,75,72,73,75,74,75,73,72,72,68,70,71,73,70,71,71,68,66,72,71,72,71,,-1.4
Meijer [Department and Discount Stores],N/A,N/A,N/A,N/A,Private,Privately owned company.,NM,76,75,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,78,76,77,79,76,76,,0.0
Federated Department Stores [Department and Discount Stores],Macy's Inc,NYSE,M,No,Defunct,Renamed to Macy’s Inc in 2007.,71,71,73,66,67,68,69,69,71,71,74,#, , , , , , , , , , , , , , ,,N/A
Kmart [Department and Discount Stores],Sears Holdings Corp,OTCMKTS,SHLDQ,Yes,Subsidiary,,74,72,72,68,71,67,67,74,70,70,67,70,70,#, , , , , , , , , , , , ,,N/A
May Department Stores [Department and Discount Stores],Macy's Inc,NYSE,M,Yes,Defunct,Merged with Federated Department Stores in 2005 (now Macy’s Inc.),74,75,75,72,72,74,72,75,76,75,76,#, , , , , , , , , , , , , , ,,N/A
Montgomery Ward [Department and Discount Stores],N/A,N/A,N/A,N/A,Defunct,Defunct 1997.,72,72,73,†, , , , , , , , , , , , , , , , , , , , , , ,,N/A
R.H. Macy [Department and Discount Stores],N/A,N/A,N/A,N/A,Defunct,Defunct 1995.,69,#, , , , , , , , , , , , , , , , , , , , , , , , ,,N/A
ABC [Network/Cable TV News],Walt Disney Co,NYSE,DIS,Yes,Subsidiary,Subsidiary of Walt Disney Co.,76,77,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
First Union [Banks],N/A,N/A,N/A,N/A,Defunct,Merged with Wachovia National Bank to become Wachovia Corporations (later becoming Wells Fargo) in September 2001.,76,73,71,74,68,68,66,#, , , , , , , , , , , , , , , , , , ,,N/A
YouTube (Google) [Internet Social Media],Alphabet Inc Class A,NASDAQ,GOOGL,Yes,Subsidiary,, , , , , , , , , , , , , , , , ,73,74,73,71,73,76,77,74,75,78,,4.0
Philip Morris [Cigarettes],Philip Morris International Inc.,NYSE,PM,No,Public,,80,81,79,77,75,75,75,75,74,76,78,78,77,76,79,72,77,80,80,NM,NM,NM,NM,NM,NM,NM,,N/A
Reynolds American [Cigarettes],BRITISH AMERICAN TOBACCO PLC ADS Common Stock,OTCMKTS,BTAFF,Yes,Subsidiary,Subsidiary of British American Tobacco,81,81,84,79,75,77,77,77,79,78,77,80,80,79,78,72,75,77,81,NM,NM,NM,NM,#, , ,,N/A
Coca-Cola [Soft Drinks],Coca-Cola Co,NYSE,KO,No,Public,,85,85,87,84,82,84,86,81,85,83,83,84,82,84,85,84,84,85,84,84,83,79,81,85,81,81,,0.0
Keurig Dr Pepper [Soft Drinks],Keurig Dr Pepper Inc,NYSE,KDP,No,Public,,NM,85,86,83,88,85,86,85,86,89,84,83,86,86,87,86,85,82,87,86,82,79,86,82,84,82,,-2.4
PepsiCo [Soft Drinks],"PepsiCo, Inc.",NASDAQ,PEP,No,Public,,86,87,86,83,83,82,85,84,86,83,83,82,86,84,84,86,84,85,84,85,83,78,84,85,80,82,,2.5
Fruit of the Loom [Apparel],Berkshire Hathaway Inc. Class A,NYSE,BRK.A,Yes,Subsidiary,Owned by Berkshire Hathaway,83,80,78,77,80,80,79,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,,N/A
Hanesbrands [Apparel],Hanesbrands Inc.,NYSE,HBI,No,Public,,83,81,75,81,77,78,78,76,78,80,79,79,82,82,80,82,81,82,79,81,78,74,81,79,82,80,,-2.4
Premier Brands Group [Apparel],N/A,N/A,N/A,N/A,Private,Privately owned company.,NM,NM,NM,NM,NM,NM,NM,79,78,78,77,82,79,81,84,83,81,79,82,80,81,77,80,80,78,83,,6.4
Levi Strauss [Apparel],Levi Strauss & Co.,NYSE,LEVI,No,Public,,84,83,80,81,75,76,79,80,78,80,80,79,79,80,78,83,81,81,82,82,80,78,81,81,79,77,,-2.5
Liz Claiborne [Apparel],J C Penney Company Inc,NYSE,JCP,Yes,Subsidiary,Sold to J.C. Penny in 2012.,84,81,81,77,78,76,79,79,80,78,79,78,81,79,79,82,79,79,†, , , , , , , ,,N/A
VF [Apparel],VF Corp,NYSE,VFC,No,Public,,83,80,80,81,79,78,82,84,82,84,79,82,82,84,83,81,85,83,82,81,84,76,80,80,82,79,,-3.7
Adidas [Athletic Shoes],ADIDAS AG/S ADR,OTCMKTS,ADDYY,No,Public,,75,80,77,74,74,75,78,73,76,74,77,75,78,77,78,78,82,80,77,80,77,77,83,81,78,83,,6.4
Nike [Athletic Shoes],Nike Inc,NYSE,NKE,No,Public,,82,78,77,74,73,73,78,74,76,76,78,75,72,75,78,79,80,80,80,78,78,78,80,79,77,81,,5.2
Best Foods (CPC International) [Food Manufacturing],N/A,N/A,N/A,N/A,Defunct,,NM,88,NM,NM,NM,NM,#, , , , , , , , , , , , , , , , , , , ,,N/A
B.A.T. Industries [Cigarettes],N/A,N/A,N/A,N/A,Defunct,Predecessor of the British American Tobacco Company. ,87,87,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,,N/A
SABMiller [Breweries],Anheuser Busch Inbev NV,NYSE,BUD,Yes,Defunct,"Acquired by Anheuser Busch Inbev NV October 10, 2016. Defunct.",80,82,78,81,81,81,81,78,79,79,79,81,82,83,82,83,83,84,#, , , , , , , ,,N/A
Electrolux [Household Appliances],Electrolux AB Class B,OTCMKTS,ELUXF,No,Public,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,80,81,80,79,79,78,82,78,79,81,81,81,78,79,,1.3
GE Appliances (Haier) [Household Appliances],"Haier Electronics Group Co., Ltd.",OTCMKTS,HRELF,Yes,Subsidiary,Subsidiary of Haier Electronics.,81,84,81,78,80,80,83,83,82,81,79,81,82,81,80,77,81,79,80,80,77,82,82,78,79,80,,1.3
Kenmore [Household Appliances],N/A,N/A,N/A,N/A,Private,"Subsidiary of Transform SR Brands, LLC (Private Ownership)",NM,NM,NM,NM,NM,85,85,86,83,84,85,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,,N/A
Maytag [Household Appliances],Whirlpool Corporation,NYSE,WHR,Yes,Subsidiary,Subsidiary of Whirlpool Corporation.,85,87,83,85,84,84,87,83,83,81,81,81,#, , , , , , , , , , , , , ,,N/A
Whirlpool [Household Appliances],Whirlpool Corporation,NYSE,WHR,No,Public,,87,82,85,82,85,84,86,83,83,82,83,81,82,84,80,83,83,82,83,82,81,80,81,80,79,80,,1.3
Acer [Personal Computers],Acer Inc,TPE,2353,No,Public,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,72,74,77,77,79,77,76,70,78,75,75,77,,2.7
Apple [Personal Computers],Apple Inc.,NASDAQ,AAPL,No,Public,,77,75,76,70,69,72,75,73,73,77,81,81,83,79,85,84,86,87,86,87,84,84,84,83,83,83,,0.0
Compaq (Hewlett-Packard) [Personal Computers],N/A,N/A,N/A,N/A,Defunct,"Acquired by Hewlett-Packard May 3, 2002 as a subsidiary until 2013.",78,77,74,67,72,71,71,69,68,68,69,67,72,73,70,74,74,75,NM,†, , , , , , ,,N/A
Dell [Personal Computers],Dell Technologies Inc,NYSE,DELL,No,Public,,NM,NM,NM,72,74,76,80,78,76,78,79,74,78,74,75,75,77,77,81,79,76,78,78,76,73,77,,5.5
HP [Personal Computers],HP Inc,NYSE,HPQ,No,Public,,78,80,77,75,72,74,74,73,71,70,71,73,75,76,73,74,77,78,79,80,74,73,77,77,78,78,,0.0
IBM [Personal Computers],IBM Common Stock,NYSE,IBM,No,Public,,78,78,74,71,74,73,75,71,NM,NM,NM,†, , , , , , , , , , , , , , ,,N/A
Packard Bell [Personal Computers],Acer Inc,TPE,2353,Yes,Subsidiary,Subsidiary of Acer Inc.,NM,NM,71,66,67,66,#, , , , , , , , , , , , , , , , , , , ,,N/A
Anheuser-Busch InBev [Breweries],Anheuser Busch Inbev NV,NYSE,BUD,No,Public,,84,80,79,81,81,78,81,80,82,82,79,82,81,82,82,85,82,81,81,81,77,74,84,84,85,84,,-1.2
Molson Coors [Breweries],Molson Coors Beverage Co Class B,NYSE,TAP,No,Public,,81,84,79,80,84,78,82,78,79,80,78,82,83,82,83,81,81,81,#, , , , ,84,81,81,,0.0
Borden Foods [Food Manufacturing],N/A,N/A,N/A,N/A,Defunct,,86,86,84,†, , , , , , , , , , , , , , , , , , , , , , ,,N/A
Campbell Soup [Food Manufacturing],Campbell Soup Company,NYSE,CPB,No,Public,,83,81,84,81,80,81,81,81,80,83,79,81,80,83,80,82,82,79,81,84,83,79,80,80,81,81,,0.0
H.J. Heinz [Pet Food],Kraft Heinz Co,NASDAQ,KHC,Yes,Subsidiary,, , , ,85,80,81,84,81,81,#, , , , , , , , , , , , , , , , ,,N/A
Hill's Pet Nutrition (Colgate-Palmolive) [Pet Food],Colgate-Palmolive Company,NYSE,CL,Yes,Subsidiary,, , , ,85,83,86,82,84,84,85,83,82,83,85,81,80,82,84,83,NM,NM,NM,NM,NM,NM,NM,,N/A
Iams (Procter & Gamble) [Pet Food],Procter & Gamble Co,NYSE,PG,Yes,Subsidiary,, , , ,NM,NM,NM,NM,80,82,85,82,81,83,82,81,85,80,81,83,NM,#, , , , , ,,N/A
Mars Petcare [Pet Food],N/A,N/A,N/A,N/A,Private,Privately owned company., , , ,81,82,81,81,83,83,83,83,82,82,82,84,83,85,80,82,NM,NM,NM,NM,NM,NM,NM,,N/A
Nestle [Pet Food],NESTLE S A/S ADR,OTCMKTS,NSRGY,No,Public,, , , ,83,83,84,81,81,#, , , , , , , , , , , , , , , , , ,,N/A
Nestle Purina PetCare [Pet Food],NESTLE S A/S ADR,OTCMKTS,NSRGY,Yes,Subsidiary,, , , , , , , , ,83,83,84,81,82,84,84,86,82,82,83,NM,NM,NM,NM,NM,NM,NM,,N/A
Ralston Purina [Pet Food],N/A,N/A,N/A,N/A,Defunct,"Merged with Nestlë’s Friskies division to form Nestlé Purina PetCare Company December 12, 2001.", , , ,82,81,82,85,83,#, , , , , , , , , , , , , , , , , ,,N/A
Bank of America [Banks],Bank of America Corp,NYSE,BAC,No,Public,,72,67,65,61,62,61,63,68,70,74,72,72,72,72,73,67,68,68,66,69,69,68,75,77,76,77,,1.3
BANK ONE [Banks],N/A,N/A,N/A,N/A,Defunct,"Acquired by JPMorgan Chase & Co. on July 1, 2004.",77,74,69,70,68,66,70,66,70,70,#, , , , , , , , , , , , , , , ,,N/A
Chase Manhattan [Banks],N/A,N/A,N/A,N/A,Defunct,Predecessor of J.P. Morgan Chase.,NM,NM,NM,69,71,NM,NM,#, , , , , , , , , , , , , , , , , , ,,N/A
Chemical Banking [Banks],N/A,N/A,N/A,N/A,Defunct,,68,70,68,#, , , , , , , , , , , , , , , , , , , , , , ,,N/A
Citicorp [Banks],N/A,N/A,N/A,N/A,Defunct,,73,70,68,#, , , , , , , , , , , , , , , , , , , , , , ,,N/A
Citibank [Banks],Citigroup Inc,NYSE,C,No,Public,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,72,69,69,68,69,73,70,74,74,73,82,81,79,81,,2.5
First Chicago NBD [Banks],N/A,N/A,N/A,N/A,Defunct,,NM,NM,70,68,#, , , , , , , , , , , , , , , , , , , , , ,,N/A
Del Monte [Pet Food],Del Monte Pacific Limited,SGX,D03,Yes,Public,, , , , , , , , , ,84,79,83,82,83,83,80,83,82,86,NM,NM,#, , , , ,,N/A
Tyson [Food Manufacturing],"Tyson Foods, Inc",NYSE,TSN,No,Public,,83,80,79,80,79,79,81,80,80,81,79,79,78,78,80,82,77,79,81,80,79,78,82,80,81,80,,-1.2
Conagra [Food Manufacturing],Conagra Brands Inc,NYSE,CAG,No,Public,,83,83,82,80,80,80,82,81,83,84,82,86,83,83,84,78,83,83,84,83,82,80,80,82,81,81,,0.0
Dole [Food Manufacturing],N/A,N/A,N/A,N/A,Private,Privately owned company.,90,90,85,79,82,80,82,81,82,82,79,81,82,83,83,84,82,83,83,84,83,81,86,82,85,83,,-2.4
General Mills [Food Manufacturing],"General Mills, Inc.",NYSE,GIS,No,Public,,83,81,86,81,82,81,82,83,83,83,84,82,84,83,84,83,83,83,83,87,85,78,84,82,84,82,,-2.4
H.J. Heinz [Food Manufacturing],Kraft Heinz Co,NASDAQ,KHC,Yes,Subsidiary,,89,87,90,86,86,85,90,89,88,90,88,91,87,90,89,89,88,89,89,87,87,81,#, , , ,,N/A
Hershey [Food Manufacturing],Hershey Co,NYSE,HSY,No,Public,,86,88,88,84,84,86,85,86,87,85,87,86,86,87,85,87,86,84,85,86,86,79,84,86,86,84,,-2.3
Kellogg [Food Manufacturing],Kellogg Company,NYSE,K,No,Public,,84,84,85,81,83,81,83,83,81,82,81,81,85,83,85,85,81,80,83,85,81,80,81,81,81,80,,-1.2
Kraft Heinz [Food Manufacturing],Kraft Heinz Co,NASDAQ,KHC,No,Public,,84,84,85,82,84,83,82,82,81,83,84,84,86,84,85,83,81,83,81,86,84,79,83,82,82,81,,-1.2
Mars [Food Manufacturing],N/A,N/A,N/A,N/A,Private,Privately owned company.,87,89,86,85,81,84,82,86,83,83,85,83,86,86,86,87,85,87,86,84,85,80,84,82,84,82,,-2.4
Nabisco [Food Manufacturing],MONDELEZ INTERNATIONAL INC Common Stock,NASDAQ,MDLZ,Yes,Subsidiary,Subsidiary of Mondelez International,87,84,85,80,83,81,82,#, , , , , , , , , , , , , , , , , , ,,N/A
Nestle (Ferrero) [Food Manufacturing],NESTLE S A/S ADR,OTCMKTS,NSRGY,Yes,Subsidiary,,88,86,82,83,83,81,84,83,83,83,83,83,84,83,83,85,84,84,85,83,85,78,84,82,82,81,,-1.2
Pillsbury [Food Manufacturing],N/A,N/A,N/A,N/A,Defunct,Acquired by General Mills in 2001.,88,86,87,82,83,84,84,#, , , , , , , , , , , , , , , , , , ,,N/A
Quaker (PepsiCo) [Food Manufacturing],"PepsiCo, Inc.",NASDAQ,PEP,Yes,Subsidiary,,82,82,82,85,83,83,86,86,87,86,86,88,85,86,87,87,86,84,86,87,85,80,83,84,84,84,,0.0
Ralston Foods [Food Manufacturing],N/A,N/A,N/A,N/A,Defunct,,82,79,81,#, , , , , , , , , , , , , , , , , , , , , , ,,N/A
Hillshire Brands [Food Manufacturing],"Tyson Foods, Inc",NYSE,TSN,Yes,Subsidiary,Acquired by Tyson Foods in 2014.,86,82,84,80,80,81,82,81,84,83,84,81,85,82,84,85,85,82,83,84,82,#, , , , ,,N/A
First Interstate Bancorp [Banks],N/A,N/A,N/A,N/A,Defunct,,71,71,#, , , , , , , , , , , , , , , , , , , , , , , ,,N/A
