,ma1_length,ma2_length,cumulative_return,cumulative_baseline_return,profitable_quarters,total_trades
0,557,614,0.16239209945047461,0.013276653070862343,0,0
1,257,524,-0.1521082488629112,0.013276653070862343,0,0
2,378,873,0.12092724064788007,0.013276653070862343,0,0
3,26,273,-0.11616510083679055,0.013276653070862343,0,0
4,115,463,-0.3126162067682513,0.013276653070862343,0,0
5,316,1040,0.16100431239977908,0.013276653070862343,0,0
6,236,1024,0.06741483233279855,0.013276653070862343,0,0
7,609,860,0.11229490307048517,0.013276653070862343,0,0
8,545,797,0.06980783854175732,0.013276653070862343,0,0
9,511,558,0.024921552021579974,0.013276653070862343,0,0
10,1008,1071,-0.13056690819088668,0.013276653070862343,0,0
11,516,746,0.18616786988582712,0.013276653070862343,0,0
12,136,860,0.022743706835763877,0.013276653070862343,0,0
13,331,1015,0.20880121734643198,0.013276653070862343,0,0
14,190,248,-0.3037410727782195,0.013276653070862343,0,0
15,873,879,0.2397475713805024,0.013276653070862343,0,0
16,764,884,-0.0028692414848033865,0.013276653070862343,0,0
17,822,873,0.17406423641034285,0.013276653070862343,0,0
18,795,976,0.13806333528047077,0.013276653070862343,0,0
19,453,781,0.13106942646840736,0.013276653070862343,0,0
20,620,929,0.15522813758141885,0.013276653070862343,0,0
21,841,1062,0.19386333623080887,0.013276653070862343,0,0
22,1071,1079,-0.12913389167663558,0.013276653070862343,0,0
23,621,866,0.1186065002091381,0.013276653070862343,0,0
24,371,677,-0.004007462353184943,0.013276653070862343,0,0
25,86,1004,-0.16545729854652869,0.013276653070862343,0,0
26,497,1003,0.06250479440156353,0.013276653070862343,0,0
27,159,439,-0.28509486577982623,0.013276653070862343,0,0
28,436,1021,0.07395010330502827,0.013276653070862343,0,0
29,552,593,0.13004567845233894,0.013276653070862343,0,0
30,329,546,-0.02421647758723977,0.013276653070862343,0,0
31,944,1010,0.044911805604191724,0.013276653070862343,0,0
32,238,877,0.00602842582994545,0.013276653070862343,0,0
33,38,426,-0.23596490892761868,0.013276653070862343,0,0
34,715,1078,0.07796866014805626,0.013276653070862343,0,0
35,12,454,-0.20144661370736483,0.013276653070862343,0,0
36,944,1019,-0.03513531404196679,0.013276653070862343,0,0
37,222,813,-0.11892461609161398,0.013276653070862343,0,0
38,944,1061,0.12501480809306842,0.013276653070862343,0,0
39,666,979,0.057738962059759036,0.013276653070862343,0,0
40,820,827,0.11532325943936361,0.013276653070862343,0,0
41,835,997,0.15482695679005198,0.013276653070862343,0,0
42,251,308,-0.29620401469880553,0.013276653070862343,0,0
43,414,725,0.12385076026657016,0.013276653070862343,0,0
44,988,1064,-0.14328300944376227,0.013276653070862343,0,0
45,137,489,-0.2551026363802539,0.013276653070862343,0,0
46,718,763,0.07858200267374671,0.013276653070862343,0,0
47,60,325,0.020820721586537472,0.013276653070862343,0,0
48,933,1080,0.10848259911120439,0.013276653070862343,0,0
49,5,71,-0.08178867794381861,0.013276653070862343,0,0
50,993,1081,-0.04257115291401026,0.013276653070862343,0,0
51,938,1080,0.08415267281565653,0.013276653070862343,0,0
52,160,587,-0.2846473797089524,0.013276653070862343,0,0
53,295,838,0.033336864468452854,0.013276653070862343,0,0
54,511,523,-0.004256185082464947,0.013276653070862343,0,0
55,331,1055,0.143613263411295,0.013276653070862343,0,0
56,115,995,0.022391120234870554,0.013276653070862343,0,0
57,684,842,0.10817835488201566,0.013276653070862343,0,0
58,424,1035,0.10504671289272438,0.013276653070862343,0,0
59,549,689,0.21833439705756508,0.013276653070862343,0,0
60,607,856,0.07335837464757633,0.013276653070862343,0,0
61,631,784,0.10656260269239048,0.013276653070862343,0,0
62,1025,1047,-0.11320509957399516,0.013276653070862343,0,0
63,755,1072,0.08584861348265749,0.013276653070862343,0,0
64,943,1003,0.04686949500856219,0.013276653070862343,0,0
65,305,617,-0.0007724300601774647,0.013276653070862343,0,0
66,154,856,-0.01992656832487083,0.013276653070862343,0,0
67,176,351,-0.4069376078664242,0.013276653070862343,0,0
68,920,1060,0.09329473237251795,0.013276653070862343,0,0
69,232,914,0.09454092773818124,0.013276653070862343,0,0
70,1061,1088,-0.07340054506702631,0.013276653070862343,0,0
71,34,558,-0.24548886384346458,0.013276653070862343,0,0
72,273,583,-0.10850060954312846,0.013276653070862343,0,0
73,982,1037,-0.01653307583162955,0.013276653070862343,0,0
74,261,866,0.053696132093344895,0.013276653070862343,0,0
75,542,609,0.13750780657428896,0.013276653070862343,0,0
76,483,651,0.13791196344391166,0.013276653070862343,0,0
77,917,1003,0.1653093063807043,0.013276653070862343,0,0
78,833,1007,0.19569036505650295,0.013276653070862343,0,0
79,253,455,-0.4041078715848706,0.013276653070862343,0,0
80,292,612,-0.031024941655854454,0.013276653070862343,0,0
81,724,873,0.0996813354207029,0.013276653070862343,0,0
82,52,163,-0.0017720355228455498,0.013276653070862343,0,0
83,494,509,0.024993103853912624,0.013276653070862343,0,0
84,663,698,0.057090212485561675,0.013276653070862343,0,0
85,573,867,0.16674582055528941,0.013276653070862343,0,0
86,721,844,0.07617379103362554,0.013276653070862343,0,0
87,17,578,-0.1374217830354275,0.013276653070862343,0,0
88,832,971,0.23348582964724218,0.013276653070862343,0,0
89,81,463,-0.2638766877655684,0.013276653070862343,0,0
90,486,801,0.09713517739873168,0.013276653070862343,0,0
91,521,591,-0.050870321227901694,0.013276653070862343,0,0
92,171,427,-0.3016579880821765,0.013276653070862343,0,0
93,496,909,0.046783657345970564,0.013276653070862343,0,0
94,331,965,0.13710737040821397,0.013276653070862343,0,0
95,670,1074,0.12832630225845199,0.013276653070862343,0,0
96,676,796,0.04307441049776073,0.013276653070862343,0,0
97,341,1090,0.10533778894012635,0.013276653070862343,0,0
98,168,312,-0.3859389988834492,0.013276653070862343,0,0
99,267,906,-0.010423814988778535,0.013276653070862343,0,0
